InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551549,22386,JUMBO BAG PINK POLKADOT,8,2010-07-14 13:10:00,4.67,18547.0,United Kingdom
C551697,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-6,2010-01-26 15:34:00,2.65,16834.0,United Kingdom
547778,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2010-09-21 14:46:00,5.85,18903.0,France
548284,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-01-14 14:31:00,4.0,18908.0,United Kingdom
551574,47566,PARTY BUNTING,8,2010-07-30 11:00:00,5.42,12526.0,United Kingdom
546284,22752,SET 7 BABUSHKA NESTING BOXES,63,2011-10-10 10:28:00,8.61,18566.0,United Kingdom
556562,85123B,IVORY HANGING HEART T-LIGHT HOLDER,14,2010-01-09 18:56:00,3.7,14321.0,United Kingdom
545181,M,Manual,4,2011-07-18 11:23:00,37.22,14418.0,United Kingdom
538868,22386,JUMBO BAG PINK POLKADOT,24,2011-12-22 10:09:00,2.06,16118.0,United Kingdom
555056,POST,POSTAGE,4,2011-12-25 15:25:00,2.54,18087.0,United Kingdom
556349,POST,POSTAGE,3,2010-09-08 18:51:00,4.46,16713.0,United Kingdom
555785,85099C,JUMBO  BAG BAROQUE BLACK WHITE,28,2011-11-17 09:20:00,4.0,18634.0,Australia
539040,20727,LUNCH BAG  BLACK SKULL,11,2010-04-12 10:29:00,2.74,14440.0,Germany
538230,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2011-06-07 15:01:00,2.43,14456.0,United Kingdom
550469,22469,HEART OF WICKER SMALL,8,2010-07-21 16:20:00,4.56,16089.0,United Kingdom
538290,POST,POSTAGE,2,2011-02-06 10:33:00,2.65,14832.0,United Kingdom
539347,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-03-08 18:27:00,113.12,19453.0,USA
541486,85099B,JUMBO BAG RED RETROSPOT,4,2011-06-16 15:52:00,3.94,13105.0,United Kingdom
555188,22557,PLASTERS IN TIN CIRCUS PARADE,5,2010-01-01 15:09:00,3.47,13776.0,United Kingdom
557055,POST,POSTAGE,2,2011-04-21 17:24:00,3.86,18748.0,Spain
555618,20727,LUNCH BAG  BLACK SKULL,3,2010-01-26 15:13:00,4.71,17315.0,United Kingdom
555280,22470,HEART OF WICKER LARGE,7,2010-05-19 11:29:00,5.83,18740.0,United Kingdom
543152,71053,WHITE METAL LANTERN,8,2011-01-01 18:31:00,4.07,,United Kingdom
538931,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-02-15 11:33:00,2.49,19960.0,United Kingdom
556925,22469,HEART OF WICKER SMALL,14,2011-09-10 12:39:00,5.3,16178.0,United Kingdom
555776,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-01-29 09:58:00,2.39,15404.0,United Kingdom
545649,22386,JUMBO BAG PINK POLKADOT,4,2011-11-20 14:12:00,5.18,12689.0,United Kingdom
543593,22752,SET 7 BABUSHKA NESTING BOXES,41,2011-10-14 12:24:00,14.21,,United Kingdom
544987,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2010-12-28 10:07:00,3.65,15416.0,United Kingdom
545554,POST,POSTAGE,5,2011-05-20 15:57:00,2.86,17613.0,United Kingdom
537211,71053,WHITE METAL LANTERN,5,2011-07-13 10:09:00,4.54,18859.0,United Kingdom
547864,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-14 15:50:00,3.95,13125.0,Germany
557407,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-06-28 10:16:00,3.26,,United Kingdom
541654,22554,PLASTERS IN TIN SKULLS,5,2010-01-21 17:04:00,3.62,18076.0,United Kingdom
540052,22633,HAND WARMER UNION JACK,18,2011-10-19 15:32:00,4.4,13942.0,United Kingdom
542384,22386,JUMBO BAG PINK POLKADOT,6,2011-03-20 15:12:00,3.82,13145.0,United Kingdom
541181,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2010-11-16 14:29:00,3.5,,United Kingdom
543333,22554,PLASTERS IN TIN SKULLS,2,2011-11-11 09:26:00,2.19,17690.0,Norway
556961,M,Manual,2,2010-08-23 09:31:00,29.87,17188.0,United Kingdom
544485,22423,REGENCY CAKESTAND 3 TIER,15,2011-12-16 11:12:00,11.73,18564.0,United Kingdom
546260,85099B,JUMBO BAG RED RETROSPOT,11,2010-01-14 18:22:00,4.06,17518.0,United Kingdom
551251,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2011-10-17 16:37:00,1.91,14755.0,United Kingdom
556681,POST,POSTAGE,21,2010-01-22 09:51:00,3.96,19568.0,United Kingdom
548606,85099B,JUMBO BAG RED RETROSPOT,8,2011-02-20 16:04:00,4.4,,United Kingdom
547269,21212,PACK OF 72 RETROSPOT CAKE CASES,58,2010-01-28 13:38:00,0.49,13950.0,United Kingdom
540638,85123B,IVORY HANGING HEART T-LIGHT HOLDER,9,2011-11-25 12:15:00,2.17,17404.0,United Kingdom
553277,22557,PLASTERS IN TIN CIRCUS PARADE,9,2011-10-14 13:34:00,2.4,19164.0,United Kingdom
557048,22554B,PLASTERS IN TIN VINTAGE STAR,4,2011-06-19 18:04:00,3.07,13338.0,United Kingdom
541984,22423,REGENCY CAKESTAND 3 TIER,3,2010-12-06 13:05:00,21.09,16862.0,United Kingdom
540798,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2011-11-04 11:31:00,4.1,13437.0,United Kingdom
540075,22557,PLASTERS IN TIN CIRCUS PARADE,12,2011-12-21 15:15:00,1.84,16238.0,United Kingdom
550501,21977,PACK OF 60 DINOSAUR CAKE CASES,5,2011-01-22 17:58:00,0.52,15803.0,United Kingdom
541754,22632,HAND WARMER RED POLKA DOT,3,2010-05-11 16:12:00,2.98,17395.0,United Kingdom
544119,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2010-09-24 14:29:00,4.28,18977.0,United Kingdom
555253,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2011-12-19 11:04:00,5.38,19912.0,United Kingdom
539349,22470,HEART OF WICKER LARGE,3,2011-12-30 16:42:00,7.5,14313.0,EIRE
552882,22632,HAND WARMER RED POLKA DOT,12,2010-01-08 16:14:00,4.01,14164.0,United Kingdom
557528,85099B,JUMBO BAG RED RETROSPOT,2,2011-01-07 14:17:00,2.44,13989.0,United Kingdom
536678,71053,WHITE METAL LANTERN,4,2011-08-27 18:27:00,6.94,17779.0,Germany
537181,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-05-05 16:37:00,1.96,16893.0,United Kingdom
539009,21977,PACK OF 60 DINOSAUR CAKE CASES,21,2010-10-05 17:43:00,1.03,14160.0,United Kingdom
539069,47566,PARTY BUNTING,3,2011-11-13 15:41:00,8.12,19361.0,United Kingdom
542025,22470,HEART OF WICKER LARGE,19,2011-10-02 09:08:00,6.27,13519.0,United Kingdom
551382,22557,PLASTERS IN TIN CIRCUS PARADE,6,2011-12-04 11:15:00,3.31,12694.0,United Kingdom
544730,22554,PLASTERS IN TIN SKULLS,2,2010-11-23 09:15:00,2.15,17232.0,United Kingdom
536791,POST,POSTAGE,13,2011-07-18 11:44:00,3.91,15392.0,United Kingdom
544289,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-09-17 15:06:00,5.29,16554.0,United Kingdom
541019,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-10-06 13:29:00,1.27,14752.0,United Kingdom
548127,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-10-27 18:17:00,0.51,16947.0,United Kingdom
550899,23343,JUMBO BAG OWLS,10,2011-04-01 11:19:00,4.41,14090.0,United Kingdom
541479,22557,PLASTERS IN TIN CIRCUS PARADE,18,2011-07-06 11:18:00,3.88,15837.0,United Kingdom
553346,47566B,TEA TIME PARTY BUNTING,1,2010-03-14 12:43:00,7.27,15851.0,United Kingdom
543922,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-10-13 14:14:00,1.65,,United Kingdom
538878,84029E,RED WOOLLY HOTTIE WHITE HEART,28,2011-07-28 10:17:00,6.02,17417.0,Netherlands
543416,47566,PARTY BUNTING,4,2010-08-27 16:50:00,9.03,17437.0,United Kingdom
546894,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2010-08-15 16:31:00,4.88,18933.0,United Kingdom
556260,20727,LUNCH BAG  BLACK SKULL,14,2011-11-14 09:35:00,1.77,15535.0,United Kingdom
548469,85099B,JUMBO BAG RED RETROSPOT,7,2010-12-26 16:03:00,2.45,13572.0,United Kingdom
555843,47566B,TEA TIME PARTY BUNTING,3,2011-10-16 14:55:00,5.12,14283.0,Belgium
549372,21977,PACK OF 60 DINOSAUR CAKE CASES,2,2010-02-05 18:17:00,0.66,19058.0,United Kingdom
553095,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-11-10 17:09:00,2.6,14001.0,United Kingdom
556743,22470,HEART OF WICKER LARGE,13,2010-01-26 10:58:00,7.58,16482.0,United Kingdom
556737,M,Manual,15,2011-05-01 18:08:00,6.46,13857.0,United Kingdom
537762,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-03-03 14:37:00,3.63,17576.0,United Kingdom
554971,22470,HEART OF WICKER LARGE,7,2011-08-09 18:27:00,6.92,14983.0,United Kingdom
557250,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-07-31 11:54:00,1.2,12489.0,United Kingdom
547554,47566,PARTY BUNTING,4,2010-07-22 15:20:00,8.02,16315.0,United Kingdom
548582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-07-04 17:59:00,3.41,17329.0,Germany
541578,85123B,IVORY HANGING HEART T-LIGHT HOLDER,13,2011-06-21 16:01:00,1.91,14235.0,United Kingdom
550885,22632,,6,2011-12-17 11:11:00,3.94,17830.0,United Kingdom
539873,22633,HAND WARMER UNION JACK,2,2011-08-22 15:41:00,2.7,15415.0,Norway
539199,M,,12,2010-02-15 12:55:00,7.9,18817.0,United Kingdom
544227,22633,HAND WARMER UNION JACK,7,2011-02-22 13:37:00,2.91,14774.0,United Kingdom
545653,22386,JUMBO BAG PINK POLKADOT,8,2011-06-04 18:11:00,2.3,17351.0,United Kingdom
542204,22554B,PLASTERS IN TIN VINTAGE STAR,15,2010-03-10 12:38:00,1.79,19788.0,Norway
548683,85099B,JUMBO BAG RED RETROSPOT,9,2010-11-24 18:20:00,3.83,14480.0,United Kingdom
544273,M,Manual,17,2010-02-12 14:58:00,34.98,12612.0,United Kingdom
553733,M,Manual,5,2010-12-08 16:54:00,18.5,12833.0,United Kingdom
543423,22554B,PLASTERS IN TIN VINTAGE STAR,8,2010-01-19 11:24:00,2.28,18687.0,United Kingdom
556971,22557,PLASTERS IN TIN CIRCUS PARADE,10,2011-11-13 10:14:00,2.89,16176.0,United Kingdom
551121,22551,PLASTERS IN TIN WOODLAND ANIMALS,9,2010-01-12 09:19:00,3.21,15466.0,United Kingdom
548691,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-09-28 17:15:00,43.38,14323.0,United Kingdom
537734,22386,JUMBO BAG PINK POLKADOT,36,2010-01-20 11:17:00,4.85,12811.0,United Kingdom
557695,M,Manual,20,2011-12-28 11:09:00,18.61,15086.0,United Kingdom
549804,85099B,JUMBO BAG RED RETROSPOT,3,2011-06-07 16:24:00,3.11,18995.0,United Kingdom
548895,21977,PACK OF 60 DINOSAUR CAKE CASES,17,2011-02-10 15:38:00,0.87,16807.0,Belgium
537611,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-08-17 12:03:00,0.69,17807.0,United Kingdom
557115,47566B,TEA TIME PARTY BUNTING,6,2011-09-24 12:54:00,6.5,15669.0,United Kingdom
551765,21977,PACK OF 60 DINOSAUR CAKE CASES,12,2010-01-12 14:27:00,1.5,13827.0,Germany
551890,47566,PARTY BUNTING,12,2010-10-23 12:45:00,8.51,17593.0,Portugal
552978,47566,PARTY BUNTING,40,2010-10-14 11:33:00,5.97,16796.0,United Kingdom
551889,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-09-18 15:33:00,5.66,20018.0,France
551947,85099C,JUMBO  BAG BAROQUE BLACK WHITE,24,2011-11-23 14:46:00,3.48,19153.0,United Kingdom
543229,M,Manual,19,2011-11-13 15:44:00,36.92,,Switzerland
545236,22554B,PLASTERS IN TIN VINTAGE STAR,24,2010-11-27 15:53:00,3.91,14620.0,United Kingdom
544934,22554,PLASTERS IN TIN SKULLS,36,2010-08-28 17:44:00,3.02,13455.0,United Kingdom
538405,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-10-27 13:09:00,1.66,16845.0,United Kingdom
555885,M,Manual,3,2011-09-28 13:27:00,32.42,14362.0,United Kingdom
542605,22469,HEART OF WICKER SMALL,9,2010-04-03 12:55:00,5.43,19359.0,United Kingdom
556706,23343,JUMBO BAG OWLS,7,2010-05-31 10:35:00,3.15,12670.0,United Kingdom
547458,22469,HEART OF WICKER SMALL,5,2011-11-09 09:55:00,2.96,18778.0,Belgium
539465,22423,REGENCY CAKESTAND 3 TIER,12,2011-01-03 09:56:00,21.01,16196.0,United Kingdom
539606,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-03-07 15:12:00,4.86,,United Kingdom
551392,21977,PACK OF 60 DINOSAUR CAKE CASES,5,2011-10-06 17:01:00,1.49,15572.0,United Kingdom
539975,21232,STRAWBERRY CERAMIC TRINKET BOX,38,2011-08-28 16:01:00,4.14,17520.0,United Kingdom
539778,47566,PARTY BUNTING,14,2011-07-30 16:58:00,9.27,16120.0,United Kingdom
545787,47566B,TEA TIME PARTY BUNTING,6,2011-07-25 10:25:00,8.02,14759.0,United Kingdom
C554056,22554B,PLASTERS IN TIN VINTAGE STAR,-10,2010-07-19 10:11:00,3.99,19076.0,United Kingdom
541719,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-07-01 17:41:00,2.31,12829.0,Germany
543675,85123B,IVORY HANGING HEART T-LIGHT HOLDER,6,2011-09-14 15:20:00,1.84,19424.0,United Kingdom
549993,22632,HAND WARMER RED POLKA DOT,13,2011-09-01 17:44:00,4.53,17543.0,United Kingdom
554212,71053,WHITE METAL LANTERN,5,2010-04-01 17:41:00,4.27,15265.0,United Kingdom
556435,47566,PARTY BUNTING,4,2010-06-30 18:46:00,121.95,18482.0,United Kingdom
546385,22423,REGENCY CAKESTAND 3 TIER,5,2011-08-30 12:24:00,22.13,13839.0,United Kingdom
553396,22469,HEART OF WICKER SMALL,12,2010-05-20 18:17:00,2.43,18651.0,United Kingdom
539161,22554B,PLASTERS IN TIN VINTAGE STAR,22,2010-06-25 09:37:00,3.69,19523.0,United Kingdom
541136,22386,JUMBO BAG PINK POLKADOT,12,2010-09-06 11:19:00,2.69,15966.0,United Kingdom
543848,22551,PLASTERS IN TIN WOODLAND ANIMALS,22,2011-10-20 10:40:00,2.17,17797.0,United Kingdom
537800,21730,,50,2010-03-12 10:22:00,2.11,,United Kingdom
553764,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-01-09 09:15:00,1.57,17201.0,United Kingdom
544350,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-03-05 09:07:00,14.04,15913.0,Netherlands
556096,84406B,CREAM CUPID HEARTS COAT HANGER,18,2011-12-19 09:38:00,2.18,16591.0,United Kingdom
542081,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-12-04 11:46:00,13.52,16789.0,United Kingdom
544958,22423,REGENCY CAKESTAND 3 TIER,3,2010-02-14 11:00:00,24.08,16306.0,United Kingdom
544828,22632,HAND WARMER RED POLKA DOT,5,2010-11-22 15:03:00,2.2,19498.0,United Kingdom
548696,21977,PACK OF 60 DINOSAUR CAKE CASES,22,2011-12-15 09:46:00,1.51,15815.0,United Kingdom
542830,POST,POSTAGE,26,2010-10-18 09:43:00,2.61,13781.0,United Kingdom
550026,22557,PLASTERS IN TIN CIRCUS PARADE,1,2011-11-11 13:32:00,2.77,13660.0,United Kingdom
557387,85099B,JUMBO BAG RED RETROSPOT,9,2011-07-23 16:35:00,4.11,18325.0,United Kingdom
541385,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26,2010-11-23 11:23:00,1.16,15210.0,United Kingdom
555919,22551,PLASTERS IN TIN WOODLAND ANIMALS,22,2010-11-27 13:05:00,2.29,16293.0,United Kingdom
538280,22752,SET 7 BABUSHKA NESTING BOXES,28,2011-12-27 16:52:00,12.25,13120.0,United Kingdom
555480,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2010-07-05 18:13:00,3.85,17669.0,United Kingdom
555037,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-08-26 18:49:00,2.03,,United Kingdom
551476,22557,PLASTERS IN TIN CIRCUS PARADE,7,2010-01-18 12:13:00,1.88,,United Kingdom
554636,M,,5,2011-03-07 18:54:00,36.05,17873.0,United Kingdom
542752,22554,PLASTERS IN TIN SKULLS,9,2010-12-15 15:55:00,4.01,13495.0,Netherlands
537112,47566,PARTY BUNTING,11,2011-01-30 15:13:00,7.74,13021.0,United Kingdom
554063,47566B,TEA TIME PARTY BUNTING,44,2011-12-24 15:08:00,9.49,14674.0,EIRE
539533,POST,POSTAGE,1,2010-10-21 10:17:00,3.58,18822.0,United Kingdom
554608,22633,HAND WARMER UNION JACK,7,2010-04-25 17:20:00,2.69,16098.0,United Kingdom
539848,22469,HEART OF WICKER SMALL,13,2010-01-17 18:25:00,3.94,15380.0,United Kingdom
557175,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-08-20 18:59:00,1.64,17576.0,United Kingdom
547964,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2010-12-18 16:37:00,1.68,13105.0,United Kingdom
547776,22386,JUMBO BAG PINK POLKADOT,19,2010-08-24 18:17:00,3.55,16822.0,United Kingdom
539712,47566,PARTY BUNTING,10,2011-12-09 16:15:00,8.71,16776.0,United Kingdom
551289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-01-16 14:48:00,3.8,17381.0,United Kingdom
544754,23343,JUMBO BAG OWLS,10,2010-02-22 12:33:00,5.23,15377.0,Spain
545946,85099B,JUMBO BAG RED RETROSPOT,26,2010-11-29 09:15:00,2.45,18997.0,United Kingdom
542086,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-03-02 14:13:00,0.81,,United Kingdom
537519,POST,POSTAGE,11,2011-08-15 17:21:00,2.95,19193.0,France
545791,22551,PLASTERS IN TIN WOODLAND ANIMALS,10,2011-12-02 11:57:00,2.01,18606.0,United Kingdom
557479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-26 09:49:00,3.48,12989.0,United Kingdom
550263,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-10-24 18:25:00,7.11,14484.0,EIRE
551550,22470,HEART OF WICKER LARGE,32,2011-05-13 11:25:00,4.81,,United Kingdom
542506,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2010-09-26 09:13:00,1.8,14612.0,United Kingdom
548343,22386,JUMBO BAG PINK POLKADOT,3,2011-08-09 13:32:00,3.78,19736.0,United Kingdom
548465,47566,PARTY BUNTING,19,2010-06-22 16:10:00,9.19,15169.0,United Kingdom
537153,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2011-06-17 12:16:00,3.5,,United Kingdom
548350,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-09-19 16:13:00,44.04,17296.0,Germany
548548,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-11-13 12:33:00,4.62,17863.0,United Kingdom
538569,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2010-01-12 09:17:00,3.75,13179.0,United Kingdom
557531,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-04-03 17:40:00,0.94,19393.0,United Kingdom
541363,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-02-11 11:55:00,0.88,19477.0,United Kingdom
546444,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-10-25 09:01:00,8.79,19392.0,United Kingdom
552149,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-03-23 16:45:00,8.48,17378.0,Germany
550034,POST,POSTAGE,8,2010-01-12 13:13:00,1.82,19613.0,United Kingdom
547123,22470,HEART OF WICKER LARGE,41,2011-04-13 10:46:00,6.81,18560.0,United Kingdom
538926,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-07-03 10:42:00,4.15,18124.0,United Kingdom
541234,21977,PACK OF 60 DINOSAUR CAKE CASES,19,2011-04-27 15:23:00,1.6,17770.0,United Kingdom
552881,22470,HEART OF WICKER LARGE,8,2010-04-03 10:49:00,4.65,12968.0,United Kingdom
540617,47566,PARTY BUNTING,7,2010-06-27 11:58:00,7.08,13328.0,Germany
550709,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-25 09:16:00,15.16,16062.0,France
554894,47566,PARTY BUNTING,4,2010-02-06 18:14:00,4.96,13299.0,United Kingdom
554622,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2011-11-29 14:36:00,4.58,,United Kingdom
537528,22632,HAND WARMER RED POLKA DOT,4,2011-03-14 15:37:00,3.02,16095.0,France
550577,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2010-06-12 14:59:00,1.1,13848.0,United Kingdom
541767,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-05-14 16:59:00,2.63,13281.0,Netherlands
549794,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-11-25 17:08:00,2.27,14904.0,United Kingdom
551085,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-02-23 12:36:00,84.18,13681.0,United Kingdom
545653,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2011-06-04 18:11:00,3.89,17351.0,United Kingdom
552781,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-01-28 09:18:00,2.97,12584.0,United Kingdom
544147,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-10-26 17:06:00,3.71,13059.0,United Kingdom
549567,22633,HAND WARMER UNION JACK,7,2011-10-27 16:37:00,4.84,18035.0,United Kingdom
545238,22632,HAND WARMER RED POLKA DOT,41,2010-11-05 18:39:00,4.84,16569.0,EIRE
536999,22752,SET 7 BABUSHKA NESTING BOXES,54,2011-01-19 15:23:00,14.42,14793.0,United Kingdom
548197,47566,PARTY BUNTING,8,2010-07-13 15:32:00,7.79,13103.0,United Kingdom
544114,22632,HAND WARMER RED POLKA DOT,1,2011-12-08 11:48:00,3.38,14868.0,United Kingdom
540110,22554,PLASTERS IN TIN SKULLS,5,2011-08-24 13:36:00,2.74,19438.0,USA
543556,22554B,PLASTERS IN TIN VINTAGE STAR,6,2010-01-22 15:21:00,3.22,13657.0,United Kingdom
539988,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2010-06-27 14:58:00,3.59,18142.0,Germany
547608,23166,MEDIUM CERAMIC TOP STORAGE JAR,11,2010-11-23 16:24:00,4.74,,United Kingdom
551807,22386,JUMBO BAG PINK POLKADOT,22,2010-04-14 16:46:00,4.47,12587.0,United Kingdom
540766,84406B,CREAM CUPID HEARTS COAT HANGER,38,2011-11-04 15:48:00,3.43,17609.0,United Kingdom
554885,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-10-05 12:43:00,6.3,15066.0,United Kingdom
541816,47566B,TEA TIME PARTY BUNTING,6,2011-04-25 09:34:00,5.46,15699.0,Germany
556346,22554,PLASTERS IN TIN SKULLS,17,2011-12-19 16:41:00,2.99,13930.0,United Kingdom
537830,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-12 18:39:00,1.21,,United Kingdom
543565,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-12-20 15:16:00,7.46,18674.0,United Kingdom
539832,22551,PLASTERS IN TIN WOODLAND ANIMALS,10,2011-04-22 10:53:00,4.18,12392.0,United Kingdom
539946,22469,HEART OF WICKER SMALL,9,2010-04-13 14:51:00,5.83,19503.0,United Kingdom
537252,22557,PLASTERS IN TIN CIRCUS PARADE,8,2010-01-30 14:57:00,2.44,19878.0,Sweden
554205,22557,PLASTERS IN TIN CIRCUS PARADE,3,2011-01-19 13:23:00,1.74,20031.0,United Kingdom
539064,22554,PLASTERS IN TIN SKULLS,4,2011-06-19 09:41:00,2.8,15837.0,United Kingdom
C553283,23166,MEDIUM CERAMIC TOP STORAGE JAR,-9,2010-12-24 12:51:00,5.8,17235.0,United Kingdom
551579,M,Manual,1,2010-06-29 13:45:00,49.67,19829.0,United Kingdom
537783,22551,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-06-10 09:21:00,3.52,18267.0,United Kingdom
556175,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2010-02-17 11:31:00,3.67,15058.0,United Kingdom
551087,M,Manual,3,2011-06-03 13:24:00,4.11,13098.0,United Kingdom
541463,85099B,JUMBO BAG RED RETROSPOT,8,2011-12-01 18:23:00,3.99,14226.0,United Kingdom
541692,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2011-03-03 11:42:00,3.74,18799.0,Germany
C539856,84406B,CREAM CUPID HEARTS COAT HANGER,-3,2011-04-30 14:11:00,3.11,17192.0,United Kingdom
548056,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2010-10-20 12:32:00,6.93,19161.0,United Kingdom
549366,85099B,JUMBO BAG RED RETROSPOT,10,2010-03-27 10:41:00,4.45,12614.0,United Kingdom
540687,22423,REGENCY CAKESTAND 3 TIER,4,2010-11-30 14:16:00,11.01,18513.0,United Kingdom
555361,22469,HEART OF WICKER SMALL,10,2010-10-14 17:18:00,4.45,19861.0,United Kingdom
553178,22554,PLASTERS IN TIN SKULLS,3,2011-06-30 10:38:00,3.96,14829.0,United Kingdom
542095,71053,WHITE METAL LANTERN,8,2011-10-15 16:14:00,4.84,19903.0,United Kingdom
539130,47566,PARTY BUNTING,8,2010-04-01 10:56:00,9.03,19217.0,United Kingdom
553234,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-02-05 15:45:00,5.19,18523.0,United Kingdom
553257,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-11-18 09:09:00,7.9,17896.0,United Kingdom
545947,22423,REGENCY CAKESTAND 3 TIER,3,2010-03-22 18:34:00,18.61,12404.0,United Kingdom
550516,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2011-10-15 18:06:00,1.09,15419.0,United Kingdom
552855,20727,LUNCH BAG  BLACK SKULL,11,2010-04-23 16:14:00,4.35,18621.0,United Kingdom
541225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-11-25 13:06:00,3.42,18194.0,United Kingdom
554203,22423,REGENCY CAKESTAND 3 TIER,10,2011-03-19 11:59:00,21.58,16982.0,United Kingdom
557843,22752,SET 7 BABUSHKA NESTING BOXES,35,2011-07-10 13:03:00,9.11,19321.0,United Kingdom
557959,23166,MEDIUM CERAMIC TOP STORAGE JAR,27,2010-10-23 11:21:00,3.29,13824.0,United Kingdom
547991,84406B,CREAM CUPID HEARTS COAT HANGER,32,2011-03-13 17:38:00,2.57,13757.0,United Kingdom
556255,84029E,RED WOOLLY HOTTIE WHITE HEART,32,2010-09-05 11:41:00,6.18,18185.0,United Kingdom
541726,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-09-30 13:37:00,3.57,,United Kingdom
547700,20727,LUNCH BAG  BLACK SKULL,29,2010-07-09 10:51:00,4.78,16585.0,United Kingdom
557876,47566B,TEA TIME PARTY BUNTING,15,2010-03-17 10:03:00,6.22,17180.0,United Kingdom
549491,47566B,TEA TIME PARTY BUNTING,7,2010-12-25 13:23:00,8.06,13961.0,United Kingdom
537584,21977,PACK OF 60 DINOSAUR CAKE CASES,2,2010-09-17 13:52:00,1.46,16522.0,Belgium
